Id_Inventaris	Permendagri_90	Nama_Barang_Permendagri_90	No_Kode_Barang	Nama_Sesuai Kode	Nama_Simbada / Deskripsi_Barang	No_Kode_Register	Luas_Tanah	Thn_Pengadaan	Letak	Hak_Tanah	Tgl_Sertifikat	No_Sertifikat	Penggunaan	Asal_Usul	Harga_Barang	Keterangan	Kode_SKPD	Nama_SKPD	Kode_Lokasi	Nama_Lokasi
8631661	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00363	4298	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. PATANGPULUHAN	Lain-lain	442694000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631801	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00503	325	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. KRANGGAN I	Lain-lain	260650000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631505	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00207	4690	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. CENDANA	Lain-lain	2176160000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631397	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00099	2080	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. GOWONGAN KIDUL	Lain-lain	4526080000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631589	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00291	1360	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. DIPOWINATAN/DIPOKUSUMAN	Lain-lain	272000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631701	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00403	2708	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. PANGERAN WIROSOBO	Lain-lain	658044000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631729	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00431	788	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. WINONG / PANGERAN BENOWO	Lain-lain	81112500	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631433	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00135	1242	2001	Kecamatan Ngampilan	Lain-lain	2010-06-23	365/KEP/2010	JL. KEMETIRAN LOR	Lain-lain	416070000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631841	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00543	9884	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. SUGENG JERONI	Lain-lain	6068776000	Arteri sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631545	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00247	825	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. SIDOBALI I	Lain-lain	382800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631325	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00027	9000	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. CIK DI TIRO	Lain-lain	10323000000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631629	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00331	1869	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. KADIPATEN	Lain-lain	373800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631769	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00471	1424	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. CONDRONEGARAN	Lain-lain	999648000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631473	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00175	2283	2001	Kecamatan Danurejan	Lain-lain	2010-06-23	365/KEP/2010	JL. TEGAL PANGGUNG	Lain-lain	899305000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631365	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00067	1210	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. UMUM KALIPAN	Lain-lain	1108360000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631669	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00371	1287	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. MADUBRONTO	Lain-lain	164736000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631809	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00511	973	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. SURAMI	Lain-lain	194600000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631513	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00215	5168	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. TUNJUNG	Lain-lain	1333292400	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631405	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00107	8100	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. TENTARA PELAJAR	Lain-lain	9290700000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631597	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00299	1883	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	Jl. NAMBURAN KIDUL	Lain-lain	536655000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631709	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00411	17272	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. GAMBIRAN	Lain-lain	4922520000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631737	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00439	1872	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. WATU GILANG	Lain-lain	239641600	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631441	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00143	2880	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. PAJEKSAN	Lain-lain	4530240000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631849	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00551	11171	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. P. DIPONEGORO	Lain-lain	22486216500	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631553	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00255	3690	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. KI PENJAWI	Lain-lain	590400000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631333	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00035	500	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. SAGAN II	Lain-lain	307000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631637	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00339	1533	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. NGADISURYAN	Lain-lain	372519000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631777	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00479	846	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. GOTONG ROYONG I	Lain-lain	69372000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631481	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00183	7870	2001	Kecamatan Danurejan dan Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. DR SUTOMO	Lain-lain	7208920000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631373	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00075	1254	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. JOHAR NURHADI	Lain-lain	1148664000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631677	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00379	1908	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. PUGERAN BARAT	Lain-lain	463644000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631817	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00519	1781	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. ARJUNO 	Lain-lain	1250437500	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631521	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00223	3000	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. MENUR	Lain-lain	774000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631301	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00003	2818	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. KRICAK	Lain-lain	360640000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631413	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00115	1785	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. INDRAPRASTA	Lain-lain	433755000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631605	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00307	1120	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. MANTRIGAWEN KIDUL	Lain-lain	319200000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631717	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00419	759	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. MENDUNGAN I	Lain-lain	62238000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631745	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00447	408	2001	Kecamatan Danurejan	Lain-lain	2010-06-23	365/KEP/2010	JL. SIDODADI	Lain-lain	286416000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631449	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00151	14025	2001	Kecamatan Gondomanan dan Kecamatan Ngampilan	Lain-lain	2010-06-23	365/KEP/2010	JL. KHA. DAHLAN	Lain-lain	24151050000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631561	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00263	630	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. NYI ADISORO I	Lain-lain	100800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631341	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00043	1050	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. WERKUDORO KOLOJOYO	Lain-lain	210000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631645	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00347	1162	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. GADING	Lain-lain	389270000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631785	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00487	2034	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. WARUNGBOTO	Lain-lain	325440000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631489	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00191	1980	2001	Kecamatan Pakualaman	Lain-lain	2010-06-23	365/KEP/2010	JL. SEWANDANAN	Lain-lain	2271060000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631381	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00083	2651	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. SAJIONO	Lain-lain	2428316000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631685	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00387	3450	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. JOGOKARYAN	Lain-lain	1600800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631825	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00527	435	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. GANG KAPAS	Lain-lain	87000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631529	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00231	4900	2001	Kecamatan Gondokusuman dan Kecamatan Dumbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. GONDOSULI	Lain-lain	2273600000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631309	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00011	1420	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. BANGIREJO TAMAN 	Lain-lain	475700000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631421	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00123	1225	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. MENJANGAN	Lain-lain	196000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631613	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00315	1300	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. MANGUNEGARAN	Lain-lain	208000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631568	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00270	7651	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. GLAGAH SARI	Lain-lain	1859193000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631348	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00050	5446	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. MELATI WETAN	Lain-lain	2526944000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631652	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00354	1071	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. NAGASARI KIDUL	Lain-lain	260253000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631792	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00494	1209	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. KOMPLEK KENARI	Lain-lain	99138000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631496	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00198	860	2001	Kecamatan Pakualaman	Lain-lain	2010-06-23	365/KEP/2010	JL. NOTOWINATAN	Lain-lain	172000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631388	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00090	2076	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. TELOMOYO	Lain-lain	1457352000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631580	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00282	780	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. BASUKI	Lain-lain	156000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631692	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00394	1560	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. SARTONO	Lain-lain	1095120000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631832	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00534	721	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. GG. KANTIL	Lain-lain	144200000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631536	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00238	11669	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. KENARI	Lain-lain	9358538000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
