Id_Inventaris	Permendagri_90	Nama_Barang_Permendagri_90	No_Kode_Barang	Nama_Sesuai Kode	Nama_Simbada / Deskripsi_Barang	No_Kode_Register	Luas_Tanah	Thn_Pengadaan	Letak	Hak_Tanah	Tgl_Sertifikat	No_Sertifikat	Penggunaan	Asal_Usul	Harga_Barang	Keterangan	Kode_SKPD	Nama_SKPD	Kode_Lokasi	Nama_Lokasi
8631804	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00506	807	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. DEPOKAN 	Lain-lain	103296000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631508	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00210	700	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. CENDANA I	Lain-lain	324800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631400	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00102	3630	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. BUMIJO	Lain-lain	1949310000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631592	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00294	483	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. LANGENARJAN	Lain-lain	96600000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631704	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00406	5270	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. PAKEL	Lain-lain	843200000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631732	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00434	810	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. RINGIN PUTIH	Lain-lain	83430000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631436	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00138	4014	2001	Kecamatan Gedongtengen	Lain-lain	2010-06-23	365/KEP/2010	JL. PASAR KEMBANG	Lain-lain	6912108000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631844	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00546	11508	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. KOLONEL SUGIYONO	Lain-lain	8078616000	Arteri sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631548	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00250	1998	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. SEMANGGU	Lain-lain	255744000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631328	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00030	910	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. DR. SAM RATULANGI	Lain-lain	1980160000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631632	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00334	2682	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. ROTOWIJAYAN	Lain-lain	651726000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631772	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00474	1050	2001	Kecamatan Ngampilan	Lain-lain	2010-06-23	365/KEP/2010	JL. ASRAMA PATUK/POLRI	Lain-lain	255150000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631476	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00178	1545	2001	Kecamatan Danurejan	Lain-lain	2010-06-23	365/KEP/2010	JL. HANSIP KARNOWALUYO	Lain-lain	309000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631368	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00070	1256	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. WARDANI	Lain-lain	1150496000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631672	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00374	1424	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. CONDRONEGARAN	Lain-lain	999648000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631812	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00514	1461	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. HKSN KEPARAKAN	Lain-lain	150483000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631516	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00218	855	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. CEMPAKA	Lain-lain	220590000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631408	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00110	8568	2001	Kecamatan Jetis	Lain-lain	2010-06-23	365/KEP/2010	JL. TENTARA RAKYAT MATARAM	Lain-lain	9827496000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631600	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00302	1350	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. GAMELAN KIDUL	Lain-lain	384750000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631712	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00414	1230	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. KALINYAMAT	Lain-lain	157440000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631740	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00442	1525	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. AMD	Lain-lain	157075000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631444	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00146	925	2001	Kecamatan Gedongtengen	Lain-lain	2010-06-23	365/KEP/2010	JL. NITIDIPURAN	Lain-lain	1309800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631852	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00554	5796	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. LAKSDA ADISUCIPTO	Lain-lain	12612096000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631556	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00258	3000	2001	Kecamatan Kotagede	Lain-lain	2010-06-23	365/KEP/2010	JL. DEPOKAN	Lain-lain	384000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631336	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00038	555	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. KLITREN	Lain-lain	71040000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631640	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00342	2772	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. PATEHAN LOR	Lain-lain	673596000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631780	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00482	450	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. JAMBON PERUMAHAN	Lain-lain	150750000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631484	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00186	4020	2001	Kecamatan Pakualaman	Lain-lain	2010-06-23	365/KEP/2010	JL. GAJAH MADA	Lain-lain	2822320800	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631376	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00078	2830	2001	Kecamatan Gondokusuman dan Kecamatan Danurejan	Lain-lain	2010-06-23	365/KEP/2010	JL. EMPL. LEMPUYANGAN	Lain-lain	1115020000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631680	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00382	2740	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. MINGGIRAN	Lain-lain	548000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631820	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00522	552	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. SINGOSAREN ASRI(SLT UMY)	Lain-lain	110400000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631524	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00226	2050	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. MAWAR 	Lain-lain	528900000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631304	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00006	975	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. JENGGOTAN	Lain-lain	236925000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631416	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00118	1244	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. TEGAL MULYO	Lain-lain	248800000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631608	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00310	1842	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. PANEMBAHAN	Lain-lain	294720000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631720	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00422	3800	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. PONGGALAN	Lain-lain	391400000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631748	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00450	543	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. ABIYOSO	Lain-lain	691782000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631452	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00154	1701	2001	Kecamatan Danurejan	Lain-lain	2010-06-23	365/KEP/2010	JL. PRERWAKILAN	Lain-lain	4000752000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631564	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00266	31290	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. VETERAN	Lain-lain	32291280000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631344	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00046	1200	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. BIMOKUNTING	Lain-lain	240000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631648	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00350	2310	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. NAGAN TENGAH	Lain-lain	561330000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631788	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00490	1311	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. GURAMI (DPN KEL. SOROSUTAN)	Lain-lain	167808000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631492	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00194	200	2001	Kecamatan Pakualaman	Lain-lain	2010-06-23	365/KEP/2010	JL. SEWANDANAN III	Lain-lain	229400000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631384	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00086	8190	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. I. DEWA NYOMAN OKA	Lain-lain	8452080000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631576	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00278	1995	2001	Kecamatan Umbulharjo dan Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. TOHPATI	Lain-lain	399000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631688	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00390	5440	2001	Kecamatan Mantrijeron	Lain-lain	2010-06-23	365/KEP/2010	JL. MANGKUYUDAN	Lain-lain	2524160000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631827	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00529	1308	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. TEMPEL WIROGUNAN	Lain-lain	167424000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631531	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00233	3287	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. TIMOHO	Lain-lain	2635773000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631311	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00013	720	2001	Kecamatan Tegalrejo	Lain-lain	2010-06-23	365/KEP/2010	JL. TRIMARGO	Lain-lain	92160000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631423	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00125	244	2001	Kecamatan Wirobrajan	Lain-lain	2010-06-23	365/KEP/2010	JL. ABIMANYU	Lain-lain	31219200	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631615	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00317	1040	2001	Kecamatan Kraton	Lain-lain	2010-06-23	365/KEP/2010	JL. MANGUNEGARAN KULON	Lain-lain	166400000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631755	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00457	623	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. NOROYONO	Lain-lain	124620000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631459	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00161	2492	2001	Kecamatan Gondomanan	Lain-lain	2010-06-23	365/KEP/2010	JL. PABRINGAN	Lain-lain	2858324000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631571	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00273	1230	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. TAHUNAN/GARUDA	Lain-lain	157440000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631351	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00053	6930	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. KUSBINI	Lain-lain	2321550000	Kolektor sekunder	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631655	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00357	2580	2001	Kecamatan Ngampilan	Lain-lain	2010-06-23	365/KEP/2010	JL. SERANGAN	Lain-lain	2363280000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631795	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00497	1560	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. KAMPUNG WIROSABAN	Lain-lain	312000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631499	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00201	1380	2001	Kecamatan Umbulharjo	Lain-lain	2010-06-23	365/KEP/2010	JL. SUKONANDI II	Lain-lain	462300000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631391	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00093	250	2001	Kecamatan Gondokusuman	Lain-lain	2010-06-23	365/KEP/2010	JL. SUHADA	Lain-lain	258000000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631583	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00285	2272	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. KAP. LAUT SAMADIKUN	Lain-lain	761120000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
8631695	1.3.01.01.03.007	Tanah untuk Jalan	01.01.13.07.04	Tanah Untuk Jalan Kotamadya	Tanah untuk Jalan Kotamadya	00397	2240	2001	Kecamatan Mergangsan	Lain-lain	2010-06-23	365/KEP/2010	JL. KARANGKAJEN	Lain-lain	1375360000	Lokal	12.00.34.71.020401.	DINAS PERTANAHAN DAN TATA RUANG	12.00.34.71.020401.00001.	DINAS PERTANAHAN DAN TATA RUANG
